file,bucket,symbol,kind,disposition,target_domain,source_line,notes
AppViewModel+ServerSettings.swift,mixed,loadServerPropertiesModel / saveServerPropertiesModel,workflow,agent,server-settings,195,"Beyond writing server.properties, keeps ConfigServer.bedrockPort in sync, patches Geyser's config.yml bedrock.port while preserving its address, re-syncs the Xbox broadcast config, and on first-time Bedrock-port-set for a playit-enabled server queues a 'you still need a Bedrock tunnel' alert. Genuine multi-system sync workflow -- agent."
AppViewModel+ServerSettings.swift,mixed,loadGeyserConfig / saveGeyserConfig,workflow,agent,geyser,258,"saveGeyserConfig validates the typed port string (empty vs non-numeric vs valid), persists it to ConfigServer, re-syncs the Xbox broadcast config, and writes config.yml only if it already exists (otherwise logs a 'start the server once first' hint) -- real validation + orchestration, not a one-line forward."
AppViewModel+ServerSettings.swift,mixed,saveDuckDNSHostname,workflow,agent,duckdns-broadcast,310,"Trims and stores the DuckDNS hostname, then re-syncs the Xbox broadcast config for every server that has broadcast enabled or a broadcast config path -- fan-out side effect beyond a simple setter."
AppViewModel+ServerSettings.swift,mixed,applyPreferences / updatePreferences,workflow,agent,preferences,330,"Normalizes/validates the servers-root and Java paths, persists extraFlags, and on a remoteAPIExposeOnLAN change immediately reconfigures the live Remote API server's listen scope (remoteAPIServer?.setListenOnAllInterfaces) -- this last part is a live network-binding change, squarely agent. makePreferencesModel (line 320) is a plain DTO mapper reading cfg fields with no logic and isn't separately rowed."
AppViewModel+ServerSettings.swift,mixed,javaAddressForDisplay / javaPortForDisplay / bedrockAddressForDisplay / bedrockPortForDisplay,policy,agent,connection-info,371,"DECIDED (agent) -- bedrockAddressForDisplay recognizes wildcard bind addresses (0.0.0.0, ::, 0:0:0:0:0:0:0:0) and substitutes the LAN IP; bedrockPortForDisplay prefers the live-parsed Geyser port over the configured/desired one. This is 'what address/port can a client actually connect to' -- the same reachability domain already owned by GET /connectivity (P0.30) -- so it belongs next to that existing capability rather than being re-derived per client from raw config fields. Decided agent."
AppViewModel+ServerSettings.swift,mixed,resolvedJavaPath,policy,agent,java-runtime,404,"Defaults an empty path to ""java"", delegates JAVA_HOME-vs-executable normalization to JavaRuntimeManager.normalizedJavaExecutablePath, and logs when normalization changed the value or failed. Shared by applyInitialSetup, applyPreferences, and updatePreferences -- a real default+normalize decision, not pure glue."
ServerProcessManager.swift,mixed,validatedJavaLaunchInfo / runAndCapture / validateLooksLikeJava / validationError / expandingTilde,policy,agent,java-runtime,64,"Validates a user-supplied Java path before ever launching a server: resolves absolute-path vs command-on-PATH (via /usr/bin/which), checks existence/executable-bit, then runs `-version` (directly, or via /usr/bin/env for PATH commands) and pattern-matches the output for 'openjdk' / 'java version' / 'hotspot' etc. to confirm it's actually a JVM before trusting it. Real pre-flight validation policy the agent must reproduce exactly to avoid launching servers against a broken Java path."
ServerProcessManager.swift,mixed,startServer,workflow,agent,process-lifecycle,193,"Builds the full java invocation: refuses if already running, validates the Java path, appends byte-identical-to-JavaServerLaunchHelper heap flags, hardcoded sandbox-suppression JVM flags (jna.nosys/jna.nounpack/jline.terminal=dumb/io.netty.noUnsafe -- these exist specifically to stop Gatekeeper popups from unsigned native libs), user extraFlags, then either a NeoForge @argsfile launch or a plain -jar launch with jar-presence validation, wires stdout/stderr into one pipe, and starts the Process. This is the core server-launch workflow -- must be ported precisely, flags and all."
ServerProcessManager.swift,mixed,sendCommand / requestStop / terminate,workflow,agent,process-lifecycle,318,"Stdin command delivery to the running server (with lastStdinWriteError surfaced for the UI), a 'stop' convenience, and graceful-vs-already-stopped termination handling that preserves callback ordering (keeps a strong Process reference until terminationHandler fires)."
ServerProcessManager.swift,mixed,handleIncoming / flushPendingOutput / cleanupProcess,parser,agent,console-log-streaming,365,"Buffers arbitrary-sized stdout/stderr reads, splits on 0x0A into complete lines (holding partial lines across reads), and flushes any trailing partial line as a final line on EOF/termination. This is the console log line-framing the rest of the app's log parsing (TPS, player-join detection, etc., not in this file) depends on -- must be preserved byte-for-byte."
AppViewModel+PluginManagement.swift,mixed,installModrinthAddon / installModrinthVersion,workflow,agent,plugin-management,20,"Resolves the server's add-on kind (plugin vs mod) and Modrinth loader facets, queries ModrinthAPI for compatible versions, downloads the chosen file into plugins/ or mods/, then installs required dependencies and invalidates the cached addon plan. Component-install workflow, same shape as the PaperTemplateDownload example -- agent."
AppViewModel+PluginManagement.swift,mixed,addPluginFromFilePicker,workflow,agent,plugin-management,77,"DECIDED (agent, install half only -- not actually an agent-vs-client ambiguity, just a function that mixes both halves) -- the NSOpenPanel presentation is pure client file-picker UI and stays client; the method also does the actual install (creates plugins/, removes any same-name file, copies the chosen JAR in, refreshes state), and that half is agent. The port splits this into a client-side picker calling an agent-side 'install this jar from bytes' operation equivalent to lines 90-103."
AppViewModel+PluginManagement.swift,mixed,togglePlugin / removePlugin / isSVCJar,workflow,agent,plugin-management,112,"Enable/disable toggles a plugin between .jar and .jar.disabled by renaming on disk; remove deletes the JAR outright. Both special-case Simple Voice Chat (isSVCJar's filename-pattern classification, reused three times in this file) by clearing saved SVC prompt prefs and re-checking checkSVCTunnelMismatch() (defined elsewhere) -- real plugin-lifecycle + cross-feature policy, agent."
AppViewModel+PluginManagement.swift,mixed,disableSVCPlugin / dismissSVCTunnelMismatch / confirmSVCPortForwarding,workflow,agent,svc-tunnel,176,"Alert-driven resolution actions for the 'SVC tunnel mismatch' flow: disableSVCPlugin finds and disables the SVC jar for an arbitrary server id (independent of current selection) by direct directory scan+rename; the other two persist per-server 'don't ask again' / 'confirmed port forwarding' flags that the (not-in-this-file) tunnel-mismatch check consumes. Real policy state, not view glue."
AppViewModel+PluginManagement.swift,mixed,setPluginSource / removePluginSource,policy,agent,plugin-management,216,"Stores/removes a PluginSourceConfig (URL + type) keyed by jar stem, and on every mutation de-duplicates by removing any other key that is a prefix-match of the new/removed stem in either direction -- a real algorithm to keep source mappings correct across plugin version-string changes, not a plain dictionary setter."
AppViewModel+PluginManagement.swift,mixed,downloadPluginWithSourceCheck / downloadLatestForPlugin,workflow,agent,plugin-management,259,"Direct-URL sources download immediately; indirect sources first resolve a live version+URL (fetchOnlineVersion, elsewhere) using the detected local Paper MC version. downloadLatestForPlugin then streams the download to a temp file, validates the HTTP status, derives the final filename from the URL, removes any existing JAR(s) sharing the display-name prefix (including disabled ones), moves the new file into place, and re-keys the source mapping if the filename stem changed. Substantial download-and-replace workflow -- agent."
AppViewModel+WorldManagement.swift,mixed,refreshWorldSize,workflow,agent,worlds,12,"Reads level-name from server.properties, derives the main/nether/end folder names, sums their on-disk sizes off the main thread via AppUtilities.directorySizeInBytes, and formats the total. Real domain-specific folder-set derivation (Java's three-region-folder convention), not just a size readout."
AppViewModel+WorldManagement.swift,mixed,replaceWorld,workflow,agent,worlds,46,"Full world-replacement pipeline: refuses while the target server is running, validates the chosen source (fresh / backup ZIP integrity-checked via validateZipArchive / existing folder existence), optionally takes a pre-replace safety backup and aborts on failure, computes Bedrock-vs-Java world folder layout (worlds/<name>/ vs server root), deletes the old world folder set, installs the new one (extract ZIP or copy folder), and rewrites level-name. Every branch has its own user-facing failure message -- a real multi-step workflow with abort semantics, agent-owned."
AppViewModel+WorldManagement.swift,mixed,renameWorld,workflow,agent,worlds,156,"Similar Bedrock/Java-aware world-folder-set logic, but with rollback: pre-checks that none of the target names already exist, moves each region folder in turn, and if any single move fails, walks movedPairs.reversed() to move already-renamed folders back before reporting failure -- genuine transactional-rename logic worth preserving precisely."
AppViewModel+WorldManagement.swift,mixed,validateZipArchive / unzipWorldBackup / copyExistingWorldFolder,workflow,agent,worlds,253,"Shells out to /usr/bin/unzip (-t to validate, -o -d to extract) and wraps FileManager copy for the 'existing folder' source case; shared by replaceWorld. Subprocess-driving I/O, agent."
ConfigManager.swift,mixed,init,workflow,agent,config-persistence,40,"Resolves/creates the Application Support directory, and on existing config: does a one-time plaintext-to-Keychain migration for the old remote_api_token and per-server xbox_broadcast_alt_password JSON keys (reading raw JSON directly, since the typed AppConfig no longer carries them), decodes AppConfig, clamps remoteAPIPort to a valid range, then populates secrets from Keychain. On decode failure (R3), preserves the corrupt file as a timestamped .corrupt-<ts> copy before falling back to defaults, recording the path for a one-time user alert. This is real config-lifecycle and pairing-token migration policy -- must be preserved exactly to avoid silently losing a user's Remote API token or Xbox passwords on first Rust-agent run against an existing config file."
ConfigManager.swift,mixed,reload,workflow,agent,config-persistence,153,"Re-reads config.json from disk (or resets to defaults if the file vanished), re-clamps remoteAPIPort, and re-populates Keychain-backed secrets. Distinct from init in that it has no migration/corruption-recovery path -- agent-owned disk-sync workflow."
ConfigManager.swift,mixed,save,workflow,agent,pairing-security,185,"Before writing JSON: persists the in-memory Remote API token to Keychain, and if no token exists anywhere yet, generates a fresh one (AppConfig.generateRemoteAPIToken) and writes it to Keychain -- this is literally the pairing-token lifecycle the deletion test calls out as agent-owned. Also persists every server's Xbox broadcast alt-password to Keychain. Then atomically encodes+writes config.json (pretty-printed, sorted keys) and fires onSaveError at most once per session on failure."
ConfigManager.swift,mixed,populateSecretsFromKeychain,workflow,agent,pairing-security,236,"Hydrates the in-memory config's Remote API token and each server's Xbox alt-password from Keychain after every decode/reload; generates+stores a brand-new token if none exists (first install case). JSON intentionally omits these fields -- Keychain is the source of truth, and this is the rehydration step that makes that split work. Directly relevant to the agent's pairing/token design."
AppViewModel+ResourcePacks.swift,mixed,loadResourcePacksForSelectedServer,workflow,agent,resource-packs,22,"Lists installed Java or Bedrock packs via ResourcePackManager, determines Geyser availability/pack list for Java servers, and if a Java pack is marked active, ensures the local HTTP host server is actually serving it (self-healing sync between on-disk state and the running host). Real state-reconciliation workflow."
AppViewModel+ResourcePacks.swift,mixed,presentResourcePackPicker / presentGeyserPackPicker,none,client,n/a,64,"NSOpenPanel presentation filtered by content type (.zip, or .mcpack/.zip for Bedrock/Geyser) that immediately delegates to installResourcePack/installGeyserPack with no logic of its own beyond picking the file -- pure Finder/file-picker presentation per the deletion test."
AppViewModel+ResourcePacks.swift,mixed,installResourcePack / installGeyserPack,workflow,agent,resource-packs,99,"Validates Java packs must be .zip (rejects other extensions with a user-facing error) before delegating to ResourcePackManager.installJavaPack/installBedrockPack/installGeyserPack off the main thread, then refreshes state. Real format-gatekeeping, agent."
AppViewModel+ResourcePacks.swift,mixed,removeResourcePack / removeGeyserPack / setGeyserPackEnabled,workflow,agent,resource-packs,157,"Delegates removal/enable-toggle to ResourcePackManager, but also stops the resource-pack HTTP host server when the currently-hosted active Java pack is the one removed -- a real cross-component consequence beyond a plain delegate call."
AppViewModel+ResourcePacks.swift,mixed,setJavaPackActive / setJavaActivePack / resourcePackHostAddress,workflow,agent,resource-pack-hosting,188,"Deactivation clears the active-pack fields and stops the local host. Activation requires a public-facing host address (DuckDNS hostname, else cached public IP -- resourcePackHostAddress's own policy) and errors out with a specific user-facing message if none is available; otherwise computes the pack's SHA1, builds a percent-encoded public download URL, starts an embedded HTTP file server (resourcePackHostServer) bound to the server's configured port, and writes url+sha1+require into the server.properties-equivalent config. This is a real embedded-server-plus-protocol workflow (Java's resource-pack-url/resource-pack-sha1/require-resource-pack mechanism), squarely agent."
AppViewModel+ResourcePacks.swift,mixed,ensureResourcePackHostRunning / startResourcePackHostIfNeeded,workflow,agent,resource-pack-hosting,279,"Starts (or restarts, if the bound port drifted from the configured one) the local HTTP host serving the Java packs directory; called both on pack-list reload and on server start so joining players can always fetch the active pack."
RouterPortForwardGuideRuntimeResolver.swift,mixed,RouterPortForwardGuideRuntimeContext.makeRecommendedProtocol,policy,agent,port-forwarding-guidance,59,"DECIDED (agent) -- always forward TCP for Java; only add UDP when Bedrock/Geyser is enabled, and which port(s) to mention. This is domain knowledge tied directly to the server's own configuration (server type, Geyser enabled or not), the same class of thing as the settings schema (agent-owned, client-rendered) -- it belongs next to the config it depends on so every client gets consistent, correctly-derived guidance instead of re-implementing the Java/Bedrock/Geyser port-selection rule themselves. Producing a display string rather than persisted state doesn't change that; the settings schema itself is 'just' a display structure too. Decided agent."
RouterPortForwardGuideRuntimeResolver.swift,mixed,"RouterPortForwardGuideRuntimeResolver.resolve / resolveGuide / resolveBestMatch / resolveItem / resolveText, RouterPortForwardGuideRuntimeContext.resolvedString / fallbackString / cleaned",workflow,client,n/a,20,"DECIDED (client, confirmed) -- a `{{token}}`-placeholder templating engine substituting live values (or a fallback string) into static router-guide help text produced elsewhere (RouterPortForwardGuideComposer, not this file). No I/O, no persistence, and the values it substitutes are already agent-owned data the client receives through other accessors -- this is help-content rendering, not a capability that would be 'deleted' from the agent. Confirmed client."
RouterPortForwardGuideRuntimeResolver.swift,mixed,AppViewModel.routerPortForwardGuideRuntimeContext(for:) / routerPortForwardGuideRuntimeContextForSelectedServer / resolvedRouterPortForwardGuide / resolvedBestMatchRouterPortForwardGuide,none,client,n/a,234,"Assembles a RouterPortForwardGuideRuntimeContext purely by calling already agent-owned accessors (AppUtilities.localIPAddress/defaultGatewayIPAddress, loadServerPropertiesModel, effectiveBedrockPort) and handing the result to the resolver above -- context-gluing for UI presentation with no logic of its own, not separately ledgered."
AppViewModel+WorldConversion.swift,mixed,WorldConversionContext / ConversionSlotPlacement,none,client,n/a,18,"WorldConversionContext is a plain Identifiable DTO carrying (slot, server) into the wizard sheet for SwiftUI presentation; ConversionSlotPlacement is a plain enum parameter describing 'new slot' vs 'replace existing' with no logic of its own -- both are just typed inputs to performWorldConversion below, not behavior."
AppViewModel+WorldConversion.swift,mixed,selectServer,none,client,n/a,40,"Sets selectedServer to switch the sidebar/detail pane -- pure navigation state, matches the deletion test's 'window and navigation state -> Client' row."
AppViewModel+WorldConversion.swift,mixed,isRunning(_:),policy,agent,world-conversion,49,"Predicate checking whether a given ConfigServer is the currently active *and* running server -- small, but it's the real guard UI uses to prevent destructive conversion actions on a live server (mirrors the same running-server guard duplicated inline in replaceWorld/renameWorld in the WorldManagement file)."
AppViewModel+WorldConversion.swift,mixed,performWorldConversion / unzipSlot / createConvertedSlot / replaceSlotWithConvertedZip,workflow,agent,world-conversion,68,"The full Bedrock<->Java conversion pipeline: resolves the Java path and confirms Chunker is installed (ChunkerManager, not in this file), validates the target slot name, unzips the source slot to a unique temp dir (via /usr/bin/unzip, deliberately using FileHandle.nullDevice instead of Pipe() to avoid a deadlock on large worlds -- a subtle, must-preserve detail), locates the actual world folder inside the extracted content, runs the Chunker CLI conversion, packages the output into a slot-compatible zip, places it into either a brand-new WorldSlot or an existing one being overwritten (writing slot metadata + zip size via WorldSlotManager), takes a pre-conversion backup of the target server's current world, activates the new slot, and finally navigates the UI to the target server -- with guaranteed temp-dir cleanup on every exit path (do/catch wrapping steps 1-8). This is the single largest, most I/O-driving workflow across all 8 files -- unambiguously agent."
AppViewModel+ServerTransfer.swift,mixed,exportServerTransfer,workflow,agent,transfer,122,"Orchestrates building a .msctransfer package for every configured server: stages a temp dir, bundles paper.jar (Java), world_slots/backups/plugins/mods/resource-packs wholesale, libraries/ for NeoForge/Forge, live world folders (may be newer than the last slot zip), top-level config files filtered by extension, reads the Java port and Paper version sidecar for later conflict detection, sanitizes machine-specific paths (serverDir, paperJarPath, Xbox alt-account fields) out of the persisted server model, writes manifest.json, then zips via /usr/bin/zip. Definitionally an agent workflow -- multi-step file staging + process launch that must produce byte-identical package layout for any future importer to consume."
AppViewModel+ServerTransfer.swift,mixed,inspectTransferPackage,workflow,agent,transfer,296,"Unzips a package, decodes manifest.json, rejects manifests from a newer formatVersion than this build supports, then for every entry compares its recorded Java/Bedrock port against the ports already in use by locally-configured servers and flags conflicts with a human-readable detail string. The port-conflict detection is a real policy decision (not just I/O) that the agent must replicate so any client driving an import gets the same conflict warnings before committing."
AppViewModel+ServerTransfer.swift,mixed,applyTransferImport,workflow,agent,transfer,361,"Applies a previously-inspected import plan: for each manifest entry, picks a non-colliding destination folder, restores configs/world_slots/backups/plugins/mods/resource-packs/libraries from the staged package, restores paper.jar only if it was bundled, rewrites server.properties' server-port when the caller supplied a port override, builds a fresh ConfigServer (new id, re-rooted paths), restores live world folders when present or falls back to activating the recorded active world slot, and on replaceAll mode wipes existing servers' Keychain secrets before replacing the server list. Genuine multi-step orchestration with real precedence rules (live world > slot restore) -- agent."
AppViewModel+ServerTransfer.swift,mixed,uniqueTransferFolderName / updateServerPropertiesPort / zipDirectoryContents / unzip,workflow,agent,transfer,557,"Shared low-level helpers deliberately kept non-isolated so background Task.detached closures can call them: folder-name sanitization + de-duplication for package layout, a line-oriented rewrite of server.properties' server-port= line, and thin wrappers around /usr/bin/zip and /usr/bin/unzip. All four are process-launch/file-mutation primitives the export/import workflows depend on -- agent, not client presentation."
AppViewModel+ServerTransfer.swift,mixed,ServerTransfer.excludedTopLevelDirs / configFileExtensions / formatVersion,policy,agent,transfer,41,"Static rule set that decides what does and doesn't get bundled into a transfer package (which top-level dirs are always excluded -- logs/cache/versions/live world dirs superseded by world_slots -- and which file extensions count as a 'config file' to copy into configs/), plus the format-version gate inspectTransferPackage enforces. This is the actual definition of what a transfer package contains, not incidental constant declarations -- agent must encode the same rules to stay interoperable."
PrerequisitesView.swift,mixed,detectJava / runJavaVersionCheck / extractJavaMajorVersion,workflow,agent,java-runtime,349,"Resolves a candidate java binary (configured path first, falling back to PATH via `which`), launches `java -version` (which writes to stderr), extracts the major version with a regex handling both modern (""21.0.3"") and legacy 1.x (""1.8.0_281"" -> 8) formats, and classifies the result into ready/attention(<21)/attention(<17 -- unsupported)/missing. This is exactly the 'Server installation detection' example the deletion test calls out as Agent -- any client needs the host machine's actual Java state, which only the agent process running on that machine can determine."
PrerequisitesView.swift,mixed,detectTailscale / activeTailscaleIP,workflow,agent,prerequisites,492,"DECIDED (agent) -- checks for the Tailscale.app bundle/CLI at known paths, then scans network interfaces via getifaddrs/getnameinfo for a 100.x.x.x (Tailscale CGNAT range) address. The two framings aren't actually symmetric: a client checking its own Tailscale status answers 'is this device on the tailnet,' but what matters for reachability is 'is the *agent's* host on the tailnet' -- a question only the agent can answer about itself. Decided agent."
PrerequisitesView.swift,mixed,hasCriticalMissingDependency / isJavaInstalled,policy,agent,prerequisites,556,"Static launch-time gate: given the set of configured server types, decides whether any critical dependency (currently just Java, when a Java server is configured) is missing, via a `which java` check. Used by the macOS app to decide whether to auto-show this screen at launch -- the auto-show decision itself is client UI flow, but the underlying is-java-installed check is the same agent-owned detection as detectJava/isJavaInstalled above and must exist as an agent capability regardless of which client asks."
AppViewModel+PlayerProfiles.swift,mixed,loadPlayerProfiles,workflow,agent,player-profiles,77,"Java player-profile load pipeline: scans playerdata/*.dat off-main via PlayerDataManager, applies usercache.json and ops.json to fill in usernames/op status, marks online state from the live player list, loads the hidden-UUID sets so isProfileHidden() works immediately, then kicks off async Mojang UUID resolution for anything still unresolved. Multi-step orchestration over on-disk state -- agent."
AppViewModel+PlayerProfiles.swift,mixed,loadBedrockPlayerProfiles,workflow,agent,player-profiles,135,"Bedrock equivalent: scans the LevelDB off-main via BedrockPlayerDataManager (NBT parsed during scan), loads hidden Bedrock/Java lists, applies the persisted BedrockNameCache (overwriting even 'Unknown Player' placeholders so manual/auto-resolved names stick), marks online state by XUID or by matched live gamertag, then queues batched XUID->gamertag and Floodgate-UUID resolution. Agent -- this is the authoritative player-identity pipeline for Bedrock servers."
AppViewModel+PlayerProfiles.swift,mixed,console-first auto-naming (inline in loadBedrockPlayerProfiles),policy,agent,player-profiles,195,"A distinct classification rule embedded inline (lines ~186-209, not its own function): broadcast/transfer joins land on disk as anonymous `server_<uuid>` records sharing no identifier with the live console identity. The rule correlates by liveness instead -- if exactly one unresolved `server_` profile exists and exactly one live gamertag has no matching profile yet, they must be the same player, so the name is bound and cached against the stable `server_<uuid>` key; ambiguous cases (multiple unknowns at once) are deliberately left unresolved for manual identification. Called out separately because it's easy to lose during porting -- it's inline logic, not a named symbol, and its correctness (exactly-one-to-exactly-one matching) is load-bearing for correct Realm/Floodgate player identification."
AppViewModel+PlayerProfiles.swift,mixed,resolveServerProfileFloodgateUUIDs / resolveBedrockXUIDs,workflow,agent,player-profiles,253,"Batched (5 at a time, 250ms between batches to respect rate limits), concurrent (withTaskGroup) resolution of Bedrock XUID -> gamertag and gamertag -> Floodgate UUID via BedrockPlayerDataManager, writing resolved names back into the persisted BedrockNameCache so they survive log rollovers and future sessions. Network + cache-write workflow -- agent."
AppViewModel+PlayerProfiles.swift,mixed,identifyBedrockPlayer,workflow,agent,player-profiles,370,"Manual-identification action: trims and validates a user-supplied gamertag, persists it to bedrock_names.json via BedrockNameCache.record (so the assignment survives restarts and self-heals if the console log later confirms it), updates in-memory state, and kicks off async Floodgate UUID resolution for the newly-named profile. Real validation + persistence, not pure forwarding -- agent."
AppViewModel+PlayerProfiles.swift,mixed,resolveUUIDs / mojangName,workflow,agent,player-profiles,413,"Batched (5 at a time, 250ms apart) Mojang session-server lookups (sessionserver.mojang.com/session/minecraft/profile/<uuid>) with a custom User-Agent and 10s timeout, decoding the JSON {name} response. This is the Java-edition analog of the Bedrock XUID resolution above -- an external API integration + small JSON parser, agent-owned."
AppViewModel+PlayerProfiles.swift,mixed,migratePlayerToOfflineUUID / migratePlayerToUUID / copyPlayerData / deletePlayerData / duplicatePlayerData,workflow,agent,player-profiles,475,"The player-data mutation surface: computes a name's offline-mode UUID and copies .dat -> that target (the documented 'key action when switching online mode -> offline mode'), copies onto an arbitrary target UUID, copies one player's data onto another's UUID (overwrite), deletes a .dat permanently, and duplicates a .dat under a fresh random UUID. Each is a thin sequence over PlayerDataManager plus a log line and a profile-list refresh, but together they constitute the actual player-data mutation API the agent must expose -- not a client rendering concern, and each encodes a specific real rule (e.g. which UUID a migration targets) rather than being pure glue."
AppViewModel+PlayerProfiles.swift,mixed,playerAppearance / setPlayerLookupOverride / uploadPlayerSkin / clearPlayerSkinOverride,workflow,agent,player-profiles,520,"DECIDED (agent) -- skin-override management: resolves display appearance via PlayerSkinStore, lets a user override the lookup identifier for a profile, saves an uploaded skin to server-side storage, clears an override. Persistence (override JSON + skin file under the server directory) is agent-owned, full stop -- it's part of the player-profile record the agent serves to every client. The NSImage parameter is an implementation-boundary detail, not a disposition question: the port replaces it with a raw-bytes upload boundary (client picks/crops if it wants, sends bytes; agent validates and stores)."
MinecraftCommandRegistry.swift,mixed,MinecraftCommandRegistry.all / commands(for:) / MinecraftCommandDef / CommandArgSlot,policy,agent,commands,109,"DECIDED (agent) -- the full catalog of Minecraft server commands: name, description, category, positional argument shape, and which of Java/Bedrock each command supports. `commands(for:)` filters by server type. Duplicating this catalog per-client is exactly the drift MSC 2 exists to eliminate (D-005) -- a Java-only command list that goes stale in one client but not another is a real support-burden bug waiting to happen, and 'which commands does this server accept' is genuinely per-server-type domain knowledge, the same class as the settings schema (agent/schema, client-rendered). CommandCategory.icon/color (SwiftUI Color/SF Symbol) stay excluded as pure client rendering. Decided agent, not duplicated static data."
MinecraftCommandRegistry.swift,mixed,suggestions(for:serverType:onlinePlayers:),parser,agent,commands,473,"DECIDED (agent) -- the autocomplete engine: tokenizes input, decides whether the cursor is completing a command name or filling an argument slot, filters online players by prefix for playerName slots and the fixed option list by prefix for keyword slots, returns up to 6 completions. Same reasoning as the catalog itself (row above) plus one more reason unique to this function: it needs the live online-player list, which is inherently fresher and cheaper to filter where it already lives (the agent) than to ship the full roster to every client for local filtering. Decided agent."
AppViewModel+ServerImport.swift,mixed,importExistingServer,workflow,agent,server-import,72,"Imports an existing server folder or .zip into MSC: sanitizes the display name into a safe folder name, copies or extracts (via /usr/bin/ditto, chosen specifically to avoid /usr/bin/unzip's mode-000 quirk on user-supplied archives) into the servers root, unwraps a single top-level folder if the zip had one, detects Java flavor, reads/overrides server.properties or bedrock properties (port/max-players/level-name), writes eula.txt if the user accepted it in the wizard, builds the ConfigServer, creates an initial world slot from whatever world data was found, and registers + activates the server. Canonical agent workflow -- process launch, file staging, config mutation, and multi-step orchestration."
AppViewModel+ServerImport.swift,mixed,scanServerDirectory,workflow,agent,server-import,235,"Pre-import inspection so the wizard can show the user what will be imported before anything is copied: detects server type from file signatures (a .jar means Java, bedrock_server/.exe means Bedrock), reads port/max-players/EULA status, and scans for world folders under both a worlds/ subdirectory and the server root (any dir containing level.dat, skipping known non-world dirs). Groups vanilla dimension companions (_nether/_the_end) into their root world by name pattern, detects inline Nether/End via DIM-1/DIM1 folders, and sums size across root + companions. This is 'Server installation detection' verbatim from the deletion test's Agent column."
AppViewModel+ServerImport.swift,mixed,"detectJavaFlavor (+ parseFabricMCVersion, detectFabricLoaderVersion, parseJarMCVersion)",parser,agent,server-import,370,"Signature-based Java server flavor detector, checked in priority order: NeoForge (via libraries/net/neoforged/neoforge/<ver>/unix_args.txt, delegating MC-version lookup to NeoForgeInstaller), Forge (libraries/net/minecraftforge/forge/<mc>-<ver>/unix_args.txt, MC version split from the dir name), Fabric (fabric-server-launch*.jar + loader version from .fabric/.../fabric-loader/), then jar-prefix matching for Purpur/vanilla/Paper (default fallback) with MC-version extraction from filename stems (strips a trailing numeric -build suffix). Shared by both importExistingServer and scanServerDirectory -- a real detection policy the agent must own to install/manage any given server correctly."
AppViewModel+Broadcasting.swift,mixed,previewBroadcastHost / broadcastPortForConfig,policy,agent,broadcast,21,"Decides the host and port Xbox Broadcast advertises to joining clients: a per-server manual override wins outright; otherwise when playit.gg is enabled and a Bedrock tunnel address is stored, that tunnel's host/port is used (stripped/parsed from 'host:port'); otherwise falls back through DuckDNS hostname -> cached public IP -> local IP depending on the server's XboxBroadcastIPMode (auto/publicIP/privateIP). Getting this wrong sends players to a dead endpoint (the file's own comments flag this exact failure mode for the port half) -- a real precedence policy, agent-owned."
AppViewModel+Broadcasting.swift,mixed,resetXboxBroadcastAuth,workflow,agent,broadcast,104,"Signs out of the current Xbox broadcast account: stops any running Java/Bedrock broadcaster so the auth cache isn't held open, then deletes the cache/ directory holding the OAuth device-code token so the next start forces a fresh sign-in. Token-lifecycle management -- the same category the deletion test names for pairing tokens -- agent."
AppViewModel+Broadcasting.swift,mixed,updateBroadcastProfile / saveBroadcastGamertagFromPrompt,workflow,agent,broadcast,132,"Persists a server's broadcast profile: trims and nil-normalizes email/gamertag/avatar-path fields, writes the alt-account password to Keychain (never to the plain config), and re-syncs the on-disk broadcaster config afterward. saveBroadcastGamertagFromPrompt is the write-back half of the save-gamertag flow below. Credential handling + config-file resync -- agent."
AppViewModel+Broadcasting.swift,mixed,startXboxBroadcast / stopXboxBroadcast / stopBroadcastIfRunning / startBedrockBroadcast / stopBedrockBroadcast / stopBedrockBroadcastIfRunning / downloadBedrockBroadcastJar,workflow,agent,broadcast,190,"Manual process-lifecycle controls for both broadcaster variants (MCXboxBroadcast for Java, the same JAR reused for Bedrock): validates JAR/config prerequisites, launches or terminates the helper process, and surfaces structured errors (already-running vs. failed-to-start). Process launch/lifecycle -- agent, not view code, even though today it's triggered from sidebar buttons."
AppViewModel+Broadcasting.swift,mixed,startBedrockBroadcastIfNeeded / startBroadcastIfNeeded / startBroadcastNow,workflow,agent,broadcast,304,"Delayed auto-start orchestration (15s for Bedrock, 30s for Java) gated by a stack of guard conditions re-checked after the delay: auto-start preference enabled, per-server broadcast enabled, not already running, server still the active running server, stop not requested, and not mid first-run Initiate (which has its own completion flow that would race a broadcaster popping up). This guard stack is exactly the kind of orchestration logic that has to survive the port correctly or broadcasters will start at the wrong time -- agent."
AppViewModel+Broadcasting.swift,mixed,openBroadcastConfigFolder,workflow,client,n/a,239,"Opens the broadcast config directory in Finder (NSWorkspace-style openInFinder). This is the deletion test's own 'Finder / file-picker presentation -> Client' example, verbatim."
